hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
4003, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4004, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4005, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4006, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4007, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4008, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4009, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4010, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4011, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4012, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4013, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4014, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4015, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4016, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4017, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4018, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4019, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4020, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4021, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4022, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4023, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4024, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4025, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4026, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4027, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4028, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4029, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4030, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4031, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4032, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4033, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4034, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4035, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4036, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4037, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4038, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4039, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4040, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4041, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4042, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4043, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4044, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4045, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4046, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4047, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4048, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4049, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4050, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4051, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4052, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4053, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4054, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4055, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4056, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4057, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4058, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4059, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4060, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4061, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4062, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4063, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4064, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4065, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4066, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4067, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4068, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4069, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4070, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4071, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4072, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4073, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4074, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4075, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4076, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4077, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4078, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4079, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4080, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4081, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4082, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4083, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4084, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4085, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4086, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4087, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4088, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4089, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4090, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4091, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4092, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4093, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4094, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4095, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4096, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4097, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4098, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4099, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4100, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4101, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4102, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4103, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4104, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4105, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4106, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4107, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4108, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4109, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4110, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4111, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4112, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4113, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4114, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4115, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4116, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4117, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4118, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4119, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4120, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4121, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4122, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4123, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4124, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4125, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4126, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4127, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4128, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4129, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4130, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4131, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4132, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4133, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4134, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4135, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4136, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4137, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4138, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4139, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4140, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4141, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4142, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4143, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4144, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4145, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4146, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4147, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4148, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4149, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4150, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4151, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4152, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4153, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4154, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4155, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4156, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4157, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4158, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4159, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4160, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4161, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4162, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4163, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4164, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4165, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4166, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4167, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4168, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4169, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4170, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4171, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4172, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4173, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4174, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4175, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4176, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4177, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4178, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4179, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4180, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4181, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4182, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4183, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4184, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4185, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4186, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4187, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4188, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4189, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4190, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4191, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4192, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4193, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4194, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4195, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4196, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4197, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4198, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4199, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4200, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4201, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4202, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4203, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4204, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4205, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4206, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4207, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4208, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4209, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4210, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4211, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4212, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4213, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4214, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4215, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4216, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4217, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4218, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4219, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4220, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4221, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4222, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4223, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4224, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4225, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4226, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4227, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4228, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4229, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4230, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4231, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4232, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4233, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4234, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4235, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4236, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4237, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4238, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4239, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4240, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4241, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4242, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4243, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4244, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4245, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4246, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4247, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4248, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4249, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4250, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4251, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4252, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4253, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4254, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4255, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4256, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4257, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4258, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4259, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4260, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4261, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4262, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4263, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4264, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4265, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4266, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4267, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4268, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4269, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4270, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4271, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4272, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4273, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4274, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4275, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4276, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4277, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4278, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4279, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4280, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4281, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4282, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4283, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4284, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4285, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4286, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4287, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4288, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4289, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4290, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4291, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4292, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4293, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4294, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4295, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4296, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4297, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4298, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4299, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4300, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
4301, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
4302, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
4303, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
4304, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
4305, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
4306, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
4307, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
4308, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
4309, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
4310, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
4311, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4312, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4313, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4314, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
4315, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
4316, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
4317, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
4318, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
4319, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
4320, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
4321, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
4322, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
4323, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
4324, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
